circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Telangana Circle,Hyderabad Region,Nizamabad Division,Raithunagar B.O,503185,BO,Delivery,NIZAMABAD,TELANGANA,18.6792758,77.8430506
Telangana Circle,Hyderabad Region,Nizamabad Division,Badsi B.O,503230,BO,Delivery,NIZAMABAD,TELANGANA,18.647018,78.133392
Telangana Circle,Hyderabad Region,Nizamabad Division,Jamlam B.O,503202,BO,Delivery,NIZAMABAD,TELANGANA,18.6905946,77.974138
Telangana Circle,Hyderabad Region,Nizamabad Division,Ailapur B.O,503246,BO,Delivery,NIZAMABAD,TELANGANA,18.8313814,78.089023
Telangana Circle,Hyderabad Region,Nizamabad Division,Jillapalli B.O,503207,BO,Delivery,NIZAMABAD,TELANGANA,18.5509461,77.7873264
Telangana Circle,Hyderabad Region,Nizamabad Division,Govur B.O,503206,BO,Delivery,NIZAMABAD,TELANGANA,18.5981949,77.94845
Telangana Circle,Hyderabad Region,Nizamabad Division,Ananthagiri B.O,503186,BO,Delivery,NIZAMABAD,TELANGANA,18.7362983,78.0571916
Telangana Circle,Hyderabad Region,Nizamabad Division,Old Varni B.O,503201,BO,Delivery,NIZAMABAD,TELANGANA,18.5407388,77.9194592
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothapalli B.O,505497,BO,Delivery,HANUMAKONDA,TELANGANA,18.0843233,79.3851933
Telangana Circle,Hyderabad Region,Peddapalli Division,Ithrajpalle B.O,505186,BO,Delivery,KARIMNAGAR,TELANGANA,18.5116556,79.2236202
Telangana Circle,Hyderabad Region,Peddapalli Division,Madipalli B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,18.2549883,79.4829016
Telangana Circle,Hyderabad Region,Peddapalli Division,Mirzampet B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Peddapalli Division,Madannapet B.O,505102,BO,Delivery,HANUMAKONDA,TELANGANA,18.1703266,79.5957816
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanaparthi B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,18.3266963,79.4079001
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothaghat B.O,505490,BO,Delivery,KARIMNAGAR,TELANGANA,18.2639233,79.3362383
Telangana Circle,Hyderabad Region,Peddapalli Division,Madupalli B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,18.5155432,79.449063
Telangana Circle,Hyderabad Region,Peddapalli Division,Muttaram B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,18.3320233,79.31671
Telangana Circle,Hyderabad Region,Peddapalli Division,Mallaram B.O,505471,BO,Delivery,HANUMAKONDA,TELANGANA,18.0283883,79.282015
Telangana Circle,Hyderabad Region,Peddapalli Division,Vegurpalli B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,18.4698287,79.2947145
Telangana Circle,Hyderabad Region,Peddapalli Division,Komera B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,18.4240211,79.465738
Telangana Circle,Hyderabad Region,Peddapalli Division,Mogalipalam B.O,505474,BO,Delivery,KARIMNAGAR,TELANGANA,18.2683149,79.2478833
Telangana Circle,Hyderabad Region,Peddapalli Division,Bijnur B.O,505475,BO,Delivery,KARIMNAGAR,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Peddapalli Division,Deshaipalli B.O,505502,BO,Delivery,KARIMNAGAR,TELANGANA,18.405397,79.3701406
Telangana Circle,Hyderabad Region,Peddapalli Division,Dongathurthi B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,18.6941516,79.2989033
Telangana Circle,Hyderabad Region,Peddapalli Division,Begumpet B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.5838484,79.2742354
Telangana Circle,Hyderabad Region,Peddapalli Division,Maredpak B.O,505209,BO,Delivery,PEDDAPALLI,TELANGANA,18.6852945,79.5193409
Telangana Circle,Hyderabad Region,Peddapalli Division,Bayyaram B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.5945144,79.9365172
Telangana Circle,Hyderabad Region,Peddapalli Division,Bommapur B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.707735,79.9933683
Telangana Circle,Hyderabad Region,Peddapalli Division,Adivisomanpalli B.O,505184,BO,Delivery,PEDDAPALLI,TELANGANA,18.6107796,79.7971371
Telangana Circle,Hyderabad Region,Peddapalli Division,Chegaon B.O,505416,BO,Delivery,Jagitial,TELANGANA,18.8091783,79.2763133
Telangana Circle,Hyderabad Region,Peddapalli Division,Maredgonda B.O,505174,BO,Delivery,PEDDAPALLI,TELANGANA,18.6021684,79.3126584
Telangana Circle,Hyderabad Region,Peddapalli Division,Kodurpak B.O,505185,BO,Delivery,PEDDAPALLI,TELANGANA,18.5842957,79.3268816
Telangana Circle,Hyderabad City Region,Sangareddy Division,Devnoor B.O,502269,BO,Delivery,SANGAREDDY,TELANGANA,17.89207752,77.85495837
Telangana Circle,Hyderabad City Region,Sangareddy Division,Korpole B.O,502273,BO,Delivery,SANGAREDDY,TELANGANA,17.78673864,78.07237241
Telangana Circle,Hyderabad City Region,Sangareddy Division,Chitkul B.O,502307,BO,Delivery,SANGAREDDY,TELANGANA,17.55909,78.223165
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bodupatla B.O,502296,BO,Delivery,SANGAREDDY,TELANGANA,17.67366734,78.16823001
Telangana Circle,Hyderabad City Region,Sangareddy Division,Neredigunta B.O,502270,BO,Delivery,SANGAREDDY,TELANGANA,17.85398995,78.00483747
Telangana Circle,Hyderabad City Region,Sangareddy Division,Lonikurd B.O,502345,BO,Delivery,SANGAREDDY,TELANGANA,17.752767,77.83788
Telangana Circle,Hyderabad City Region,Sangareddy Division,Kalivemula B.O,502285,BO,Delivery,SANGAREDDY,TELANGANA,17.545337,78.09559
Telangana Circle,Hyderabad City Region,Sangareddy Division,Kanchanpally B.O,502316,BO,Delivery,MEDAK,TELANGANA,17.9016301,78.25329607
Telangana Circle,Hyderabad City Region,Sangareddy Division,Tadlapally B.O,502294,BO,Delivery,SANGAREDDY,TELANGANA,17.6408258,78.08653118
Telangana Circle,Hyderabad City Region,Sangareddy Division,Nagulapalli B.O,502300,BO,Delivery,SANGAREDDY,TELANGANA,17.462748,78.237151
Telangana Circle,Hyderabad City Region,Sangareddy Division,Kondapur B.O,502306,BO,Delivery,SANGAREDDY,TELANGANA,17.55894,78.012082
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bachepally B.O,502371,BO,Delivery,SANGAREDDY,TELANGANA,18.1422649,77.87655625
Telangana Circle,Hyderabad City Region,Sangareddy Division,Jinnaram B.O,502319,BO,Delivery,SANGAREDDY,TELANGANA,17.631321,78.332616
Telangana Circle,Hyderabad City Region,Sangareddy Division,R ITIKYAL BO,502290,BO,Delivery,MEDAK,TELANGANA,17.9504,77.894
Telangana Circle,Hyderabad City Region,Sangareddy Division,Gonglur B.O,502293,BO,Delivery,SANGAREDDY,TELANGANA,17.69048741,78.05361386
Telangana Circle,Hyderabad City Region,Sangareddy Division,Dappur B.O,502251,BO,Delivery,SANGAREDDY,TELANGANA,17.86881652,77.62424918
Telangana Circle,Hyderabad City Region,Sangareddy Division,Pothareddypally B.O,502210,BO,Delivery,SANGAREDDY,TELANGANA,17.6090126,77.7652589
Telangana Circle,Hyderabad City Region,Sangareddy Division,Didgi B.O,502228,BO,Delivery,SANGAREDDY,TELANGANA,17.72670466,77.60086288
Telangana Circle,Hyderabad City Region,Sangareddy Division,Mamidgi B.O,502249,BO,Delivery,SANGAREDDY,TELANGANA,17.81049528,77.5555516
Telangana Circle,Hyderabad City Region,Sangareddy Division,Abbenda B.O,502286,BO,Delivery,SANGAREDDY,TELANGANA,18.0559203,77.71832389
Telangana Circle,Hyderabad City Region,Sangareddy Division,Hoti  B.O,502318,BO,Delivery,SANGAREDDY,TELANGANA,17.65902756,77.58176793
Telangana Circle,Hyderabad City Region,Sangareddy Division,Naganpally B.O,502287,BO,Delivery,SANGAREDDY,TELANGANA,18.15740955,77.69436861
Telangana Circle,Hyderabad City Region,Sangareddy Division,Jeerlapally B.O,502246,BO,Delivery,SANGAREDDY,TELANGANA,17.738336,77.76716
Telangana Circle,Hyderabad Region,Suryapet Division,Ganugabanda B.O,508201,BO,Delivery,SURYAPET,TELANGANA,16.8445835,79.7721086
Telangana Circle,Hyderabad Region,Suryapet Division,Karakkayala Gudem B.O,508204,BO,Delivery,SURYAPET,TELANGANA,16.9503703,79.868953
Telangana Circle,Hyderabad Region,Suryapet Division,Chirumarthy B.O,508374,BO,Delivery,NALGONDA,TELANGANA,17.0591321,79.5025987
Telangana Circle,Hyderabad Region,Suryapet Division,Chintriyala B.O,508246,BO,Delivery,SURYAPET,TELANGANA,16.763314,79.9879867
Telangana Circle,Hyderabad Region,Suryapet Division,Bodaladinne B.O,508218,BO,Delivery,SURYAPET,TELANGANA,16.881137,79.6511793
Telangana Circle,Hyderabad Region,Suryapet Division,Tummadam B.O,508278,BO,Delivery,NALGONDA,TELANGANA,16.7899633,79.4558284
Telangana Circle,Hyderabad Region,Suryapet Division,Babasahebpet B.O,508208,BO,Delivery,NALGONDA,TELANGANA,16.8554144,79.4822595
Telangana Circle,Hyderabad Region,Suryapet Division,Indloor B.O,508247,BO,Delivery,NALGONDA,TELANGANA,17.0615778,79.4224999
Telangana Circle,Hyderabad Region,Suryapet Division,Molkapatnam B.O,508217,BO,Delivery,NALGONDA,TELANGANA,16.9755995,79.5567644
Telangana Circle,Hyderabad Region,Suryapet Division,Dilawarpur B.O,508355,BO,Delivery,NALGONDA,TELANGANA,16.7957303,79.5864896
Telangana Circle,Hyderabad Region,Suryapet Division,Kuchipudi B.O,508238,BO,Delivery,SURYAPET,TELANGANA,16.903935,79.9982643
Telangana Circle,Hyderabad Region,Suryapet Division,Chintalacheruvu B.O,508214,BO,Delivery,SURYAPET,TELANGANA,17.1459563,79.6264253
Telangana Circle,Hyderabad Region,Suryapet Division,Dugenevally B.O,508205,BO,Delivery,NALGONDA,TELANGANA,17.1826126,79.2845375
Telangana Circle,Hyderabad Region,Suryapet Division,Dwarakunta B.O,508206,BO,Delivery,SURYAPET,TELANGANA,16.995335,79.97275
Telangana Circle,Hyderabad Region,Suryapet Division,Akupamula B.O,508233,BO,Delivery,SURYAPET,TELANGANA,17.0111253,79.9030616
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Ganapavaram,534455,BO,Delivery,Eluru,ANDHRA PRADESH,17.1352013,81.1065055
Telangana Circle,Hyderabad Region,Suryapet Division,Ratnavaram B.O,508234,BO,Delivery,SURYAPET,TELANGANA,17.0720328,79.9127737
Telangana Circle,Hyderabad Region,Suryapet Division,Chandampally B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.1814351,79.396902
Telangana Circle,Hyderabad Region,Suryapet Division,Edavalli B.O,508221,BO,Delivery,SURYAPET,TELANGANA,17.3120443,79.6706432
Telangana Circle,Hyderabad Region,Suryapet Division,Pasthala B.O,508279,BO,Delivery,SURYAPET,TELANGANA,17.4176681,79.5379584
Telangana Circle,Hyderabad Region,Suryapet Division,Annariguda B.O,508212,BO,Delivery,SURYAPET,TELANGANA,17.2260157,79.8761085
Telangana Circle,Hyderabad Region,Suryapet Division,Yendlapally B.O,508376,BO,Delivery,SURYAPET,TELANGANA,17.2027935,79.5403629
Telangana Circle,Hyderabad Region,Suryapet Division,Gonrentla B.O,508280,BO,Delivery,SURYAPET,TELANGANA,17.3910676,79.6648627
Telangana Circle,Hyderabad Region,Suryapet Division,Jalalpuram B.O,508223,BO,Delivery,SURYAPET,TELANGANA,17.4824537,79.5584307
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Kinthalli B.O,531027,BO,Delivery,Anakapalli,ANDHRA PRADESH,17.8564399,82.743801
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Burugupalem B.O,531113,BO,Delivery,Anakapalli,ANDHRA PRADESH,17.6794119,82.71682
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dharagangavaram B.O,531115,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.589566,82.49445
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Iradapalle B.O,531024,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,18.083242,82.6072165
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Aradakota B.O,531040,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,18.25704,82.6004866
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Marupaka B.O,531025,BO,Delivery,Anakapalli,ANDHRA PRADESH,17.7754749,82.7964233
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Duppulavada B.O,531105,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,18.0218367,82.0900765
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Dibbapalem B.O,531026,BO,Delivery,Anakapalli,ANDHRA PRADESH,17.8797767,82.8813869
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Amalapuram B.O,531117,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,17.5847094,82.5909874
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Panasapadu B.O,533005,BO,Delivery,Kakinada,ANDHRA PRADESH,17.025828,82.212142
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Peddada B.O,533344,BO,Delivery,Kakinada,ANDHRA PRADESH,16.93,82.094
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Manjeru B.O,533468,BO,Delivery,Kakinada,ANDHRA PRADESH,16.81,82.16
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kaikavolu B.O,533006,BO,Delivery,Kakinada,ANDHRA PRADESH,16.9384117,82.1298717
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kandregula B.O,533462,BO,Delivery,Kakinada,ANDHRA PRADESH,17.224,82.03
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kesavapuram B.O,533463,BO,Non Delivery,Kakinada,ANDHRA PRADESH,16.77928,82.27311
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Gurazanapalli B.O,533016,BO,Delivery,Kakinada,ANDHRA PRADESH,16.89,82.22
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Yanamadala B.O,533260,BO,Delivery,Kakinada,ANDHRA PRADESH,16.34585,82.265
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Vetamamidi B.O,533428,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,17.426,82.001
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Thimmapuram B.O,533406,BO,Delivery,Kakinada,ANDHRA PRADESH,17.49695,82.06635
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kothaperumallapuram B.O,533449,BO,Delivery,Kakinada,ANDHRA PRADESH,17.17275,82.32455
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Pothuluru B.O,533430,BO,Delivery,Kakinada,ANDHRA PRADESH,17.2604,82.2709
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Rayavaram B.O,533445,BO,Delivery,Kakinada,ANDHRA PRADESH,17.13185,82.2617
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Somavaram B.O,533435,BO,Delivery,Kakinada,ANDHRA PRADESH,17.22,82.11
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kodavali B.O,533451,BO,Delivery,Kakinada,ANDHRA PRADESH,17.186804,82.271624
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kothakottam B.O,533407,BO,Delivery,Kakinada,ANDHRA PRADESH,17.46,82.46
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Jalluru B.O,533433,BO,Delivery,Kakinada,ANDHRA PRADESH,17.09,82.199
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Ramesampeta B.O,533437,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,17.17275,82.32455
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Chandanampalem B.O,533450,BO,Delivery,Kakinada,ANDHRA PRADESH,16.7258,81.9207
Telangana Circle,Hyderabad Region,Nizamabad Division,ANCHANUR B.O,503123,BO,Delivery,KAMAREDDY,TELANGANA,18.24528,78.4570628
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Ammirekula B.O,533436,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,17.5347,82.2451
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Mukundavaram B.O,533291,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,16.9964,81.9969
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,G Kothapalli B.O,533446,BO,Delivery,Kakinada,ANDHRA PRADESH,17.2703,82.34445
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Addaripeta B.O,533401,BO,Delivery,Kakinada,ANDHRA PRADESH,17.35535,82.53558
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Mulapeta B.O,533448,BO,Delivery,Kakinada,ANDHRA PRADESH,17.11,82.35
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,P Vemavaram B.O,533434,BO,Delivery,Kakinada,ANDHRA PRADESH,17.04,82.22
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,D. Ramavaram  B.O,533483,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,17.56,82.05
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Bhadravaram B.O,533429,BO,Delivery,Kakinada,ANDHRA PRADESH,17.66,80.89
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chilakalapalli B.O,535557,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5297,18.6149
Telangana Circle,Hyderabad Region,Nizamabad Division,SOANPET B.O,503219,BO,Delivery,NIZAMABAD,TELANGANA,18.9584883,78.3612433
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Mirthivalasa B.O,535559,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4133,18.5267
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bondapalli B.O,535128,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6018,18.37
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Badangi B.O,535578,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3531,18.4836
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bhyripuram B.O,535102,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4409,18.3558
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bangaruvalasa B.O,535547,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2637,18.6913
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottuparuva B.O,535593,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.1569,18.6444
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Devarapodilam B.O,535125,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6135,18.3299
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Karrivalasa B.O,535592,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.102,18.4546
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nandabalaga B.O,535568,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4706,18.5439
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Patharega B.O,535579,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3006,18.4263
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Viswanadhapuram B.O,535591,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.176,18.526
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Burja B.O,535546,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4397,18.664
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Boddam B.O,532148,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.1421,18.0574
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kusumuru B.O,535124,BO,Non Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4758,18.4573
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Ravipalli B.O,535463,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.521,18.6931
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kedaripuram B.O,535523,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6471,19.1268
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Babbidi B.O,535521,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5542,18.8661
Telangana Circle,Hyderabad Region,Nizamabad Division, MOHAMMADNAGAR B.O,503302,BO,Delivery,KAMAREDDY,TELANGANA,18.25725,77.9544366
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivannapeta B.O,535524,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5468,18.8692
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Udayapuram B.O,535534,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7984,18.8471
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Navagam B.O,532462,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.6795,18.6395
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Aradali B.O,532440,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7233,18.6217
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Duggi B.O,535502,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4849,18.8368
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Surampeta B.O,535527,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3709,18.7239
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Gondi B.O,532443,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.8106,18.6629
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Talagam B.O,532461,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6011,18.6475
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kambara B.O,532460,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5866,18.7138
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,V.Ramannapalem B.O,533288,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,17.3271,81.7514
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Kalavacherala B.O,533297,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,17.8093,82.2719
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Goragummi B.O,533284,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,17.3943,81.889
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Gangampalem B.O,533286,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,17.2562,81.901
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Srikrishnapatnam B.O,533353,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Tokada B.O,533296,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,17.0176,81.9261
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Rajavolu B.O,533124,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,16.9521,81.8252
